"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"TECHIN","Techindia Nirman Limited","Updates","Techindia Nirman Limited has informed the Exchange regarding 'Update on Annual General Meeting'.","10-Sep-2025 13:09:54","2025-09-10 13:09:54","10-Sep-2025 13:09:55","00:00:01","https://nsearchives.nseindia.com/corporate/TECHIN_10092025130931_TECHIN_EX_AGM_SIGN.pdf"
"NORBTEAEXP","Norben Tea & Exports Limited","Copy of Newspaper Publication","Norben Tea & Exports Limited has informed the Exchange about Copy of Newspaper Publication of notice of opening of special window for re-lodgment of transfer request for physical shares.","10-Sep-2025 13:07:55","2025-09-10 13:07:55","10-Sep-2025 13:07:56","00:00:01","https://nsearchives.nseindia.com/corporate/NORBTEAEXP_10092025130742_IntimationUnderRegulation30NewspaperPublication.pdf"
"GARFIBRES","Garware Technical Fibres Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Garware Technical Fibres Limited has informed the Exchange about Schedule of meet","10-Sep-2025 13:04:44","2025-09-10 13:04:44","10-Sep-2025 13:04:45","00:00:01","https://nsearchives.nseindia.com/corporate/GARFIBRES_10092025125814_InvestorMeetReg30.pdf"
"UJJIVANSFB","Ujjivan Small Finance Bank Limited","News Verification","The Exchange has sought clarification from Ujjivan Small Finance Bank Limited with respect to recent news item captioned Ujjivan plans to raise Rs 2,000 crore via QIP route.  The response from the Company is attached.","10-Sep-2025 12:57:25","2025-09-10 12:57:25","10-Sep-2025 12:57:26","00:00:01","https://nsearchives.nseindia.com/corporate/UJJIVANBANK_10092025125644_73_Clarification_NSE_Volume_Movement_10092025.pdf"
"FUSION","Fusion Finance Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Fusion Finance Limited has informed the Exchange about Schedule of meet","10-Sep-2025 12:54:21","2025-09-10 12:54:21","10-Sep-2025 12:54:23","00:00:02","https://nsearchives.nseindia.com/corporate/FUSIONHO_10092025125349_InvestorMeetIntimation.pdf"
"RAJESHEXPO","Rajesh Exports Limited","Clarification - Financial Results","The Exchange has sought clarification from Rajesh Exports Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Segment details not submitted -2. Financial results submitted in XBRL with discrepancies The response of the Company is awaited.","10-Sep-2025 12:54:21","2025-09-10 12:54:21","10-Sep-2025 12:54:23","00:00:02","-"
"JASH","Jash Engineering Limited","Updates","Jash Engineering Limited has informed the Exchange regarding 'Corporate Announcement'.","10-Sep-2025 12:53:55","2025-09-10 12:53:55","10-Sep-2025 12:53:57","00:00:02","https://nsearchives.nseindia.com/corporate/JASH_10092025125229_CAJASHSEP2025.pdf"
"HEUBACHIND","Heubach Colorants India Limited","Clarification - Financial Results","The Exchange has sought clarification from Heubach Colorants India Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Financial results submitted is not as per format prescribed by SEBI The response of the Company is awaited.","10-Sep-2025 12:53:14","2025-09-10 12:53:14","10-Sep-2025 12:53:15","00:00:01","-"
"ASIANENE","Asian Energy Services Limited","Credit Rating- Others","Asian Energy Services Limited has informed the Exchange about Review of Credit Rating on the Banking Facilities by CRISIL Ratings Limited.","10-Sep-2025 12:51:14","2025-09-10 12:51:14","10-Sep-2025 12:51:14","00:00:00","https://nsearchives.nseindia.com/corporate/ASIANENE_10092025124940_AESLCreditRating_10th_Sept2025.pdf"
"PVP","PVP Ventures Limited","Clarification - Financial Results","The Exchange has sought clarification from PVP Ventures Limited for the quarter ended 30-Jun-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Financial results submitted in XBRL with discrepancies The response of the Company is awaited.","10-Sep-2025 12:50:51","2025-09-10 12:50:51","10-Sep-2025 12:50:52","00:00:01","-"
"DICIND","DIC India Limited","Copy of Newspaper Publication","DIC India Limited has informed the Exchange about Copy of Newspaper Publication","10-Sep-2025 12:48:58","2025-09-10 12:48:58","10-Sep-2025 12:49:00","00:00:02","https://nsearchives.nseindia.com/corporate/DICIND_10092025124838_Publication.pdf"
"TRIDENT","Trident Limited","General Updates","Trident Limited has informed the Exchange about update on Acquisition","10-Sep-2025 12:45:41","2025-09-10 12:45:41","10-Sep-2025 12:45:42","00:00:01","https://nsearchives.nseindia.com/corporate/TRIDENT_10092025124247_Intimation_STX_Update.pdf"
"APOLLOTYRE","Apollo Tyres Limited","Updates","Apollo Tyres Limited has informed the Exchange regarding Re-lodgement of Transfer Requests of Physical Shares.","10-Sep-2025 12:43:41","2025-09-10 12:43:41","10-Sep-2025 12:43:42","00:00:01","https://nsearchives.nseindia.com/corporate/APOLLOTYRE1_10092025124211_INTIMATION.pdf"
"URAVIDEF","Uravi Defence and Technology Limited","Copy of Newspaper Publication","This is to inform you about the publication of newspaper advertisement regarding Notice of 21st Annual General Meeting of the company scheduled to be held on Tuesday, September 30, 2025 at 11:00 a.m. through Video Conferencing (VC)/ other audio Visual means (OAVM), including details with respect to remote e-voting information, period of closure of Register of members, Share Transfer Books and cut off date for e- voting. Details of newspaper publication are as follows: Business Standard and Navakal","10-Sep-2025 12:40:12","2025-09-10 12:40:12","10-Sep-2025 12:40:14","00:00:02","https://nsearchives.nseindia.com/corporate/URAVI_10092025123537_IntimationUraviAGMNotice202425signed.pdf"
"LYPSAGEMS","Lypsa Gems & Jewellery Limited","Copy of Newspaper Publication","Newspaper Advertisement of Notice of 30th Annual General Meeting (AGM).","10-Sep-2025 12:38:49","2025-09-10 12:38:49","10-Sep-2025 12:38:51","00:00:02","https://nsearchives.nseindia.com/corporate/LYPSAGEMS_10092025123834_Covering_Newspaper_Publish__1_.pdf"
"GLOBUSSPR","Globus Spirits Limited","Credit Rating","Globus Spirits Limited has informed the Exchange about Credit Rating","10-Sep-2025 12:38:13","2025-09-10 12:38:13","10-Sep-2025 12:38:14","00:00:01","https://nsearchives.nseindia.com/corporate/GLOBUSSPR_10092025123757_Rating_Intimation_With_Covering_Letter_sd.pdf"
"AAATECH","Aaa Technologies Limited","Updates","Aaa Technologies Limited has informed the Exchange regarding 'updates'.","10-Sep-2025 12:34:54","2025-09-10 12:34:54","10-Sep-2025 12:34:55","00:00:01","https://nsearchives.nseindia.com/corporate/AAATECH_10092025123437_DISCLOSURE.pdf"
"SPECTRUM","Spectrum Electrical Industries Limited","Copy of Newspaper Publication","Spectrum Electrical Industries Limited has informed the Exchange about Copy of Newspaper Publication for the Notice of upcoming Annual General Meeting of the Company","10-Sep-2025 12:33:42","2025-09-10 12:33:42","10-Sep-2025 12:33:43","00:00:01","https://nsearchives.nseindia.com/corporate/SPECTRUM_10092025123324_SPECTRUM_News_Paper_Publication_AGM_Notice.pdf"
"GLOBECIVIL","Globe Civil Projects Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Globe Civil Projects Limited has informed the Exchange about Link of Recording","10-Sep-2025 12:31:29","2025-09-10 12:31:29","10-Sep-2025 12:31:29","00:00:00","https://nsearchives.nseindia.com/corporate/GLOBE2024_10092025123110_Outcome_of_Investors_call.pdf"
"LTFOODS","LT Foods Limited","Analysts/Institutional Investor Meet/Con. Call Updates","LT Foods Limited has informed the Exchange about Schedule of meet","10-Sep-2025 12:31:12","2025-09-10 12:31:12","10-Sep-2025 12:31:13","00:00:01","https://nsearchives.nseindia.com/corporate/532783_10092025123102_InvestorsCall.pdf"
"PARSVNATH","Parsvnath Developers Limited","Clarification - Financial Results","The Exchange has sought clarification from Parsvnath Developers Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Consolidated Statement of Cash Flow not submitted The response of the Company is awaited.","10-Sep-2025 12:29:10","2025-09-10 12:29:10","10-Sep-2025 12:29:11","00:00:01","-"
"GOLDIAM","Goldiam International Limited","Updates","Goldiam International Limited has informed the Exchange regarding 'Intimation with regard to new Export Orders received '.","10-Sep-2025 12:29:07","2025-09-10 12:29:07","10-Sep-2025 12:29:08","00:00:01","https://nsearchives.nseindia.com/corporate/GOLDIAM_10092025122847_Intimation_of_Export_Order_received-10-9-2025.pdf"
"NECLIFE","Nectar Lifesciences Limited","Reply to Clarification- Financial results","The Exchange had sought clarification from Nectar Lifesciences Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Financial results submitted is not as per format prescribed by SEBI The response of the Company is enclosed.","10-Sep-2025 12:29:03","2025-09-10 12:29:03","10-Sep-2025 12:29:03","00:00:00","https://nsearchives.nseindia.com/corporate/NECLIFE_30072025120758_Clarification_Reply.pdf"
"LTFOODS","LT Foods Limited","Copy of Newspaper Publication","Intimation of Publication of Notice of the 35th Annual General Meeting and E-voting Information.","10-Sep-2025 12:29:00","2025-09-10 12:29:00","10-Sep-2025 12:29:01","00:00:01","https://nsearchives.nseindia.com/corporate/532783_10092025122849_intimation.pdf"
"DRCSYSTEMS","DRC Systems India Limited","Copy of Newspaper Publication","DRC Systems India Limited has informed the Exchange about Copy of Newspaper Publication - Corrigendum to the Notice of 13th AGM.","10-Sep-2025 12:28:21","2025-09-10 12:28:21","10-Sep-2025 12:28:22","00:00:01","https://nsearchives.nseindia.com/corporate/DRCSYSTEMS_10092025122808_DRCIntimationNewspaper10092025.pdf"
"IL&FSTRANS","IL&FS Transportation Networks Limited","Change in Director(s)","IL&FS Transportation Networks Limited has informed the Exchange regarding Change in Director(s) of the company.","10-Sep-2025 12:27:58","2025-09-10 12:27:58","10-Sep-2025 12:27:59","00:00:01","https://nsearchives.nseindia.com/corporate/jyotsnam_10092025122739_SE_Intimation_wrt_Change_in_Directors.pdf"
"ROLEXRINGS","Rolex Rings Limited","Record Date","Rolex Rings Limited has informed the Exchange that Record date for the purpose of Split/Subdivision  is 19-Sep-2025.","10-Sep-2025 12:23:28","2025-09-10 12:23:28","10-Sep-2025 12:23:29","00:00:01","https://nsearchives.nseindia.com/corporate/ROLEXRINGS_10092025122320_Intimation_for_Record_Date.pdf"
"SHRIRAMFIN","Shriram Finance Limited","ESOP/ESOS/ESPS","Shriram Finance Limited has informed the Exchange regarding Allotment of 91370  equity Shares on exercise of fresh stock options under SFL ESOS (No.1).","10-Sep-2025 12:16:27","2025-09-10 12:16:27","10-Sep-2025 12:16:28","00:00:01","https://nsearchives.nseindia.com/corporate/Mathew_10092025121343_NSEBSEAllotmentofESOSSEPTEMBER2025.pdf"
"PICCADIL","Piccadily Agro Industries Limited","Outcome of Board Meeting","Piccadily Agro Industries Limited has informed the Exchange regarding Outcome of Board Meeting held on September 10, 2025 Intimation on conversion of Compulsory Convertible Debentures (CCD) into Equity Shares","10-Sep-2025 12:16:11","2025-09-10 12:16:11","10-Sep-2025 12:16:12","00:00:01","https://nsearchives.nseindia.com/corporate/CSPICCADILY_10092025121549_OUTCOME_CCD100925.pdf"
"ORIENTCER","ORIENT CERATECH LIMITED","Updates","ORIENT CERATECH LIMITED has informed the Exchange regarding 'Communication to Shareholders   Intimation on Tax Deduction on Dividend'.","10-Sep-2025 12:12:09","2025-09-10 12:12:09","10-Sep-2025 12:12:10","00:00:01","https://nsearchives.nseindia.com/corporate/ORIENTABRA_10092025120939_stockexchintimation.pdf"
"BROOKS","Brooks Laboratories Limited","Updates","Brooks Laboratories Limited has informed the Exchange regarding 'Intimation Of Record Date, E-Voting Dates And Book Closure Date'.","10-Sep-2025 12:10:58","2025-09-10 12:10:58","10-Sep-2025 12:11:00","00:00:02","https://nsearchives.nseindia.com/corporate/BROOKS_10092025120946_RECORD_DATE_2025.pdf"
"ROLTA","Rolta India Limited","Corporate Insolvency Resolution Process","Rolta India Limited has informed the Exchange about Corporate Insolvency Resolution Process","10-Sep-2025 12:07:28","2025-09-10 12:07:28","10-Sep-2025 12:07:29","00:00:01","https://nsearchives.nseindia.com/corporate/ROLTA_10092025120711_36th_CoC_Outcome_Signed.pdf"
"NUVOCO","Nuvoco Vistas Corporation Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nuvoco Vistas Corporation Limited has informed the Exchange about Schedule of meet","10-Sep-2025 12:05:05","2025-09-10 12:05:05","10-Sep-2025 12:05:05","00:00:00","https://nsearchives.nseindia.com/corporate/NUVOCO_10092025120459_InvestorMeet_Sep10.pdf"
"AGARIND","Agarwal Industrial Corporation Limited","Copy of Newspaper Publication","Agarwal Industrial Corporation Limited has informed the Exchange about Copy of Newspaper Publication","10-Sep-2025 12:00:47","2025-09-10 12:00:47","10-Sep-2025 12:00:48","00:00:01","https://nsearchives.nseindia.com/corporate/AGARIND_10092025120037_CorrigendumFinal.pdf"
"RPPL","Rajshree Polypack Limited","Bagging/Receiving of orders/contracts","Rajshree Polypack Limited has informed the Exchange about Bagging/Receiving of orders/contracts","10-Sep-2025 11:56:08","2025-09-10 11:56:08","10-Sep-2025 11:56:09","00:00:01","https://nsearchives.nseindia.com/corporate/RPPL_10092025115559_Reg30RPPLOrderNSE.pdf"
"RMDRIP","R M Drip and Sprinklers Systems Limited","Copy of Newspaper Publication","R M Drip and Sprinklers Systems Limited has informed the Exchange about Copy of Newspaper Publication","10-Sep-2025 11:54:26","2025-09-10 11:54:26","10-Sep-2025 11:54:27","00:00:01","https://nsearchives.nseindia.com/corporate/RMDRIP_10092025115415_Intimation_merged.pdf"
"MMP","MMP Industries Limited","Shareholders meeting","MMP Industries Limited has submitted the Exchange a copy Srutinizers report of  undefined held on September 08, 2025","10-Sep-2025 11:48:11","2025-09-10 11:48:11","10-Sep-2025 11:48:13","00:00:02","https://nsearchives.nseindia.com/corporate/MMP_10092025114713_MMPILAGMOutcomeResults.pdf"
"LXCHEM","Laxmi Organic Industries Limited","Spurt in Volume","Significant increase in volume has been observed in Laxmi Organic Industries Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Laxmi Organic Industries Limited has submitted their response.","10-Sep-2025 11:45:04","2025-09-10 11:45:04","10-Sep-2025 11:45:06","00:00:02","https://nsearchives.nseindia.com/corporate/LXCHEM_10092025114258_NSEREPLY.pdf"
"J&KBANK","The Jammu & Kashmir Bank Limited","Copy of Newspaper Publication","The Jammu & Kashmir Bank Limited has informed the Exchange about Copy of Newspaper Publication","10-Sep-2025 11:44:12","2025-09-10 11:44:12","10-Sep-2025 11:44:14","00:00:02","https://nsearchives.nseindia.com/corporate/MARYA_10092025114358_Newspaper_Notice.pdf"
"ITDC","India Tourism Development Corporation Limited","Spurt in Volume","Significant increase in volume has been observed in India Tourism Development Corporation Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. India Tourism Development Corporation Limited has submitted their response.","10-Sep-2025 11:38:29","2025-09-10 11:38:29","10-Sep-2025 11:38:30","00:00:01","https://nsearchives.nseindia.com/corporate/ITDC1_10092025113727_Letter_to_NSE_Spurt_10092025.pdf"
"GAIL","GAIL (India) Limited","Updates","GAIL (India) Limited has informed the Exchange regarding 'Update on pending arbitration proceedings '.","10-Sep-2025 11:33:53","2025-09-10 11:33:53","10-Sep-2025 11:33:55","00:00:02","https://nsearchives.nseindia.com/corporate/Himanshugail_10092025113213_Arbitration.pdf"
"KRSNAA","Krsnaa Diagnostics Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Krsnaa Diagnostics Limited has informed the Exchange about Schedule of meet","10-Sep-2025 11:30:02","2025-09-10 11:30:02","10-Sep-2025 11:30:03","00:00:01","https://nsearchives.nseindia.com/corporate/KRSNAA_10092025112949_543328_Signd.pdf"
"ASTERDM","Aster DM Healthcare Limited","Updates","Aster DM Healthcare Limited has informed the Exchange regarding Transcript of the 17th Annual General Meeting held on 4th September 2025.","10-Sep-2025 11:23:47","2025-09-10 11:23:47","10-Sep-2025 11:23:48","00:00:01","https://nsearchives.nseindia.com/corporate/ASTERDM2_10092025112219_Cover_Letter_SE.pdf"
"MICEL","MIC Electronics Limited","General Updates","MIC Electronics Limited has informed the Exchange about General Updates, Memorandum of Understanding.Enclosing the intimation regarding the MOU entered between MIC Electronics Limited and Top2 PTE Limited.","10-Sep-2025 11:23:28","2025-09-10 11:23:28","10-Sep-2025 11:23:29","00:00:01","https://nsearchives.nseindia.com/corporate/MICEL_10092025112318_Update_on_MOU_-_Top2.pdf"
"KAKATCEM","Kakatiya Cement Sugar & Industries Limited","Loss of Share Certificates","Kakatiya Cement Sugar & Industries Limited has informed the Exchange about Loss of Share Certificates","10-Sep-2025 11:23:23","2025-09-10 11:23:23","10-Sep-2025 11:23:24","00:00:01","https://nsearchives.nseindia.com/corporate/KAKATCEM_10092025112313_DUP10092025.pdf"
"PNCINFRA","PNC Infratech Limited","Updates","PNC Infratech Limited has informed the Exchange regarding 'declaration of the Appointed Date for a National Highway Project to be implemented by the Company on Hybrid Annuity Mode (HAM)'.","10-Sep-2025 11:21:56","2025-09-10 11:21:56","10-Sep-2025 11:21:57","00:00:01","https://nsearchives.nseindia.com/corporate/PNCINFRA_10092025112110_Declarationof_AppointedDate10092025.pdf"
"NATCOPHARM","Natco Pharma Limited","Press Release","Natco Pharma Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""Update"".","10-Sep-2025 11:19:01","2025-09-10 11:19:01","10-Sep-2025 11:19:02","00:00:01","https://nsearchives.nseindia.com/corporate/NATCOPHARM_10092025111832_PressRelease10092025.pdf"
"LXCHEM","Laxmi Organic Industries Limited","Bagging/Receiving of orders/contracts","Laxmi Organic Industries Limited has informed the Exchange that the Company has entered into a Global Sourcing Agreement dated 09/09/2025 with Hitachi Energy Limited, Zurich, Switzerland for supply of an eco-efficient gas used in Hitachi Energy's SF6-free high-voltage switchgear portfolio. The detailed disclosure under Regulation 30 of Listing Regulations is attached.","10-Sep-2025 11:18:18","2025-09-10 11:18:18","10-Sep-2025 11:18:19","00:00:01","https://nsearchives.nseindia.com/corporate/LXCHEM_10092025111710_DisclosureHitachi.pdf"
"LXCHEM","Laxmi Organic Industries Limited","Bagging/Receiving of orders/contracts","Laxmi Organic Industries Limited has informed that the Company has entered into a Global Sourcing Agreement dated 09/09/2025 with Hitachi Energy Limited, Zurich, Switzerland for supply of an eco- efficient gas used in Hitachi Energy's SF6-free high-voltage switchgear portfolio. The detailed disclosure under Regulation 30 of Listing Regulations is attached.","10-Sep-2025 11:08:10","2025-09-10 11:08:10","10-Sep-2025 11:08:11","00:00:01","https://nsearchives.nseindia.com/corporate/LXCHEM_10092025110724_DisclosureHitachi.pdf"
"SILVERTUC","Silver Touch Technologies Limited","Press Release","Silver Touch Technologies Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""Silver Touch Technologies SecuresAirports Authority of India Project, spreads across 15 Airports in India"".","10-Sep-2025 11:05:30","2025-09-10 11:05:30","10-Sep-2025 11:05:31","00:00:01","https://nsearchives.nseindia.com/corporate/SILVERTUC_10092025110434_Business_Update_Release10092025signed.pdf"
"ROLEXRINGS","Rolex Rings Limited","Copy of Newspaper Publication","Rolex Rings Limited has informed the Exchange about Copy of Newspaper Publication","10-Sep-2025 11:01:49","2025-09-10 11:01:49","10-Sep-2025 11:01:50","00:00:01","https://nsearchives.nseindia.com/corporate/ROLEXRINGS_10092025110142_Intimation.pdf"
"PAISALO","Paisalo Digital Limited","Committee Meeting Updates","Paisalo Digital Limited has informed the Exchange regarding Outcome of Committee Meeting held on September 10, 2025.","10-Sep-2025 10:54:28","2025-09-10 10:54:28","10-Sep-2025 10:54:30","00:00:02","https://nsearchives.nseindia.com/corporate/PAISALO_10092025105422_BSE_NSE_Outcome_09092025.pdf"
"HDFCAMC","HDFC Asset Management Company Limited","Analysts/Institutional Investor Meet/Con. Call Updates","HDFC Asset Management Company Limited has informed the Exchange about Schedule of meet","10-Sep-2025 10:53:46","2025-09-10 10:53:46","10-Sep-2025 10:53:47","00:00:01","https://nsearchives.nseindia.com/corporate/DEEPTI_10092025105306_NSEBSE_39.pdf"
"HAL","Hindustan Aeronautics Limited","Press Release","Hindustan Aeronautics Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""HAL Signs SSLV Technology Transfer Agreement with ISRO, IN-SPACe& NSIL"".","10-Sep-2025 10:50:35","2025-09-10 10:50:35","10-Sep-2025 10:50:36","00:00:01","https://nsearchives.nseindia.com/corporate/HAL_10092025105023_mediarelease_10092025.pdf"
"IDEA","Vodafone Idea Limited","Investor Presentation","Vodafone Idea Limited has informed the Exchange about Investor Presentation","10-Sep-2025 10:49:47","2025-09-10 10:49:47","10-Sep-2025 10:49:48","00:00:01","https://nsearchives.nseindia.com/corporate/IDEA_10092025104815_SEIntimationInvestorPresentation10092025SIGNED.pdf"
"PRAJIND","Praj Industries Limited","Press Release","Praj Industries Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""Investors Presentation"".","10-Sep-2025 10:49:35","2025-09-10 10:49:35","10-Sep-2025 10:49:36","00:00:01","https://nsearchives.nseindia.com/corporate/PRAJIND_10092025104922_InvestorPresentation10092025.pdf"
"BOMDYEING","Bombay Dyeing & Mfg Company Limited","Copy of Newspaper Publication","Bombay Dyeing & Mfg Company Limited has informed the Exchange about Copy of Newspaper Publication","10-Sep-2025 10:49:12","2025-09-10 10:49:12","10-Sep-2025 10:49:14","00:00:02","https://nsearchives.nseindia.com/corporate/Savita_10092025104858_Intimation_signed.pdf"
"LINDEINDIA","Linde India Limited","General Updates","Linde India Limited has informed the Exchange about General Updates","10-Sep-2025 10:48:30","2025-09-10 10:48:30","10-Sep-2025 10:48:31","00:00:01","https://nsearchives.nseindia.com/corporate/LINDEINDIA1_10092025104812_Linde_India_Announcement_Sale_of_investments_in_FP_Solar_Shakti.pdf"
"RACLGEAR","RACL Geartech Limited","Analysts/Institutional Investor Meet/Con. Call Updates","RACL Geartech Limited has informed the Exchange about Schedule of meet","10-Sep-2025 10:44:44","2025-09-10 10:44:44","10-Sep-2025 10:44:45","00:00:01","https://nsearchives.nseindia.com/corporate/RACL1983_10092025104405_Intimation_Investor_Meeting_sd.pdf"
"QUICKHEAL","Quick Heal Technologies Limited","Spurt in Volume","Significant increase in volume has been observed in Quick Heal Technologies Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Quick Heal Technologies Limited has submitted their response.","10-Sep-2025 10:43:31","2025-09-10 10:43:31","10-Sep-2025 10:43:32","00:00:01","https://nsearchives.nseindia.com/corporate/QUICKHEAL_10092025103415_NSEClarification09_09_2025.pdf"
"DICIND","DIC India Limited","Updates","DIC India Limited has informed the Exchange regarding 'financials in machine readable format'.","10-Sep-2025 10:40:13","2025-09-10 10:40:13","10-Sep-2025 10:40:14","00:00:01","https://nsearchives.nseindia.com/corporate/DICIND_10092025103737_OCR_financials.pdf"
"ACE","Action Construction Equipment Limited","Spurt in Volume","Significant increase in volume has been observed in Action Construction Equipment Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Action Construction Equipment Limited has submitted their response.","10-Sep-2025 10:31:31","2025-09-10 10:31:31","10-Sep-2025 10:31:32","00:00:01","https://nsearchives.nseindia.com/corporate/ACE_10092025103116_NSE_Reply_price_movement10092025.pdf"
"HEROMOTOCO","Hero MotoCorp Limited","Press Release","Please find enclosed herewith a copy of the Press Release being issued by the Company.","10-Sep-2025 10:30:11","2025-09-10 10:30:11","10-Sep-2025 10:30:12","00:00:01","https://nsearchives.nseindia.com/corporate/HEROMOTO_10092025100451_StxintimationPR10092025.pdf"
"JSL","Jindal Stainless Limited","Press Release","Jindal Stainless Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""Jindal Stainless supplies stainless steel for Bangalore s Metro expansion"".","10-Sep-2025 10:28:01","2025-09-10 10:28:01","10-Sep-2025 10:28:02","00:00:01","https://nsearchives.nseindia.com/corporate/JSL_10092025102720_JSLPressRelease10Sep25.pdf"
"DSKULKARNI","DS Kulkarni Developers Limited","Clarification - Financial Results","The Exchange has sought clarification from DS Kulkarni Developers Limited for the quarter ended 30-Jun-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Segment details not submitted The response of the Company is awaited.","10-Sep-2025 10:26:53","2025-09-10 10:26:53","10-Sep-2025 10:26:54","00:00:01","-"
"DHARSUGAR","Dharani Sugars & Chemicals Limited","Clarification - Financial Results","The Exchange has sought clarification from Dharani Sugars & Chemicals Limited for the quarter ended 30-Jun-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Financial results submitted in XBRL with discrepancies The response of the Company is awaited.","10-Sep-2025 10:26:02","2025-09-10 10:26:02","10-Sep-2025 10:26:03","00:00:01","-"
"DIXON","Dixon Technologies (India) Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Dixon Technologies (India) Limited has informed the Exchange about Investor Meet Outcome","10-Sep-2025 10:25:18","2025-09-10 10:25:18","10-Sep-2025 10:25:20","00:00:02","https://nsearchives.nseindia.com/corporate/DIXON_10092025102435_InvestorMeetoutcome09092025.pdf"
"RAJRILTD","Raj Rayon Industries Limited","General Updates","Raj Rayon Industries Limited has informed the Exchange about General Updates post dispatch AGM notice and annual Report 2024-25","10-Sep-2025 10:23:23","2025-09-10 10:23:23","10-Sep-2025 10:23:24","00:00:01","https://nsearchives.nseindia.com/corporate/RAJRAYON1_10092025102315_IntimationofAGMnewspapersPost.pdf"
"SFL","Sheela Foam Limited","Spurt in Volume","Significant increase in volume has been observed in Sheela Foam Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Sheela Foam Limited has submitted their response.","10-Sep-2025 10:12:52","2025-09-10 10:12:52","10-Sep-2025 10:12:54","00:00:02","https://nsearchives.nseindia.com/corporate/SFL_10092025101238_Reply_10092025.pdf"
"KALYANI","Kalyani Commercials Limited","Shareholders meeting","Kalyani Commercials Limited has informed the Exchange about Shareholders meeting","10-Sep-2025 10:08:20","2025-09-10 10:08:20","10-Sep-2025 10:08:21","00:00:01","https://nsearchives.nseindia.com/corporate/KALYANI_10092025100437_KALYANI_AR_signed.pdf"
"ENGINERSIN","Engineers India Limited","Spurt in Volume","Significant increase in volume has been observed in Engineers India Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Engineers India Limited has submitted their response.","10-Sep-2025 09:57:48","2025-09-10 09:57:48","10-Sep-2025 09:57:49","00:00:01","https://nsearchives.nseindia.com/corporate/ENGINERSIN_10092025095511_clarificationvolume100925.pdf"
"CARTRADE","Cartrade Tech Limited","Press Release","Cartrade Tech Limited has informed the Exchange regarding a press release dated September 10, 2025, titled ""GST Reduction Boosts Auto Demand"".","10-Sep-2025 09:57:17","2025-09-10 09:57:17","10-Sep-2025 09:57:18","00:00:01","https://nsearchives.nseindia.com/corporate/CARTRADE_10092025095710_Press_Release.pdf"
"GALLANTT","Gallantt Ispat Limited","Credit Rating","Gallantt Ispat Limited has informed the Exchange about Credit Rating","10-Sep-2025 09:41:53","2025-09-10 09:41:53","10-Sep-2025 09:41:54","00:00:01","https://nsearchives.nseindia.com/corporate/GALLANTT_10092025094128_GIL_CreditRating_2025.pdf"
